title,ingredients,state,diet,meal_time,dish_type,calories,protein,fat,carbs,sodium,nutrition_basis,slot_portion_g,calories_slot,protein_slot,fat_slot,carbs_slot,sodium_slot,calculation_method,source_url,calculation_notes,sodium_slot_mg,sodium_mg_100g,condition,diet_enc,meal_time_enc,dish_type_enc
Thattai,"Rice flour, bengal gram flour, fried gram, butter, curry leaves, chilli, table salt, oil",Tamil Nadu,vegetarian,snack,snack,486,8.5,22.6,61,0.396,per 100 g finished dish,75,364.5,6.4,17,45.8,0.297,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Thattai; standardized Tamil Nadu snack estimate per 100 g finished dish.,297,396,healthy,1,5,3
Paruppu Vadai,"Bengal gram, onion, fennel, curry leaves, red chilli, table salt, oil",Tamil Nadu,vegetarian,snack,snack,315,12.4,14.6,32.2,0.351,per 100 g finished dish,150,472.5,18.6,21.9,48.3,0.526,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Paruppu Vadai; standardized Tamil Nadu snack estimate per 100 g finished dish.,526,351,healthy,1,5,3
Medu Vada,"Black gram, onion, pepper, curry leaves, table salt, oil",Tamil Nadu,vegetarian,snack,snack,287,7.5,14.1,31.8,0.327,per 100 g finished dish,150,430.5,11.2,21.2,47.7,0.49,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Medu Vada; standardized Tamil Nadu snack estimate per 100 g finished dish.,490,327,healthy,1,5,3
Kara Boondi,"Gram flour, rice flour, chilli powder, curry leaves, table salt, oil",Tamil Nadu,vegetarian,snack,snack,513,8.7,29.4,53.7,0.468,per 100 g finished dish,75,384.8,6.5,22,40.3,0.351,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Kara Boondi; standardized Tamil Nadu snack estimate per 100 g finished dish.,351,468,healthy,1,5,3
Pori Mixture,"Puffed rice, roasted gram, groundnut, curry leaves, chilli, table salt, oil",Tamil Nadu,vegetarian,snack,snack,412,8.1,12.8,66.5,0.372,per 100 g finished dish,75,309,6.1,9.6,49.9,0.279,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Pori Mixture; standardized Tamil Nadu snack estimate per 100 g finished dish.,279,372,healthy,1,5,3
Kozhukattai,"Rice flour, coconut, jaggery, cardamom, water, pinch of salt",Tamil Nadu,vegetarian,snack,snack,221,2.9,4.1,42.8,0.082,per 100 g finished dish,150,331.5,4.4,6.2,64.2,0.123,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Kozhukattai; standardized Tamil Nadu snack estimate per 100 g finished dish.,123,82,healthy,1,5,3
Kuzhi Paniyaram Snack,"Rice, black gram, onion, green chilli, curry leaves, table salt, gingelly oil",Tamil Nadu,vegetarian,snack,snack,168,4.5,4.2,28,0.292,per 100 g finished dish,150,252,6.8,6.3,42,0.438,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Kuzhi Paniyaram Snack; standardized Tamil Nadu snack estimate per 100 g finished dish.,438,292,healthy,1,5,3
Masala Pori,"Puffed rice, onion, tomato, roasted gram, chilli, coriander, table salt",Tamil Nadu,vegetarian,snack,snack,154,4.2,2.9,28.6,0.301,per 100 g finished dish,150,231,6.3,4.4,42.9,0.452,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Masala Pori; standardized Tamil Nadu snack estimate per 100 g finished dish.,452,301,healthy,1,5,3
Aval Upma,"Flattened rice, onion, green chilli, curry leaves, groundnut, table salt, oil",Tamil Nadu,vegetarian,snack,snack,172,4.1,5.7,26.1,0.266,per 100 g finished dish,150,258,6.2,8.6,39.2,0.399,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Aval Upma; standardized Tamil Nadu snack estimate per 100 g finished dish.,399,266,healthy,1,5,3
Boiled Egg,"Egg, poultry, whole, cooked, table salt",Tamil Nadu,non_vegetarian,snack,snack,155,12.6,10.6,1.1,0.155,per 100 g finished dish,150,232.5,18.9,15.9,1.6,0.232,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Boiled Egg; standardized Tamil Nadu snack estimate per 100 g finished dish.,232,155,healthy,0,5,3
Egg Puff,"Wheat flour, egg, onion, oil, table salt",Tamil Nadu,non_vegetarian,snack,snack,312,8.5,20.1,24.3,0.394,per 100 g finished dish,150,468,12.8,30.2,36.4,0.591,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Egg Puff; standardized Tamil Nadu snack estimate per 100 g finished dish.,591,394,healthy,0,5,3
Chicken Cutlet,"Chicken, potato, onion, bread crumbs, egg, oil, table salt",Tamil Nadu,non_vegetarian,snack,snack,276,12.3,14.8,22.1,0.338,per 100 g finished dish,150,414,18.4,22.2,33.2,0.507,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Chicken Cutlet; standardized Tamil Nadu snack estimate per 100 g finished dish.,507,338,healthy,0,5,3
Fish Cutlet,"Fish, potato, onion, bread crumbs, egg, oil, table salt",Tamil Nadu,non_vegetarian,snack,snack,241,13.8,9.8,23.4,0.329,per 100 g finished dish,150,361.5,20.7,14.7,35.1,0.494,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Fish Cutlet; standardized Tamil Nadu snack estimate per 100 g finished dish.,494,329,healthy,0,5,3
Muttai Bajji,"Egg, bengal gram flour, chilli powder, oil, table salt",Tamil Nadu,non_vegetarian,snack,snack,228,9.2,13.4,16.8,0.287,per 100 g finished dish,150,342,13.8,20.1,25.2,0.43,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Muttai Bajji; standardized Tamil Nadu snack estimate per 100 g finished dish.,430,287,healthy,0,5,3
White Rice + Sambar (Dinner),"Rice, raw, milled, red gram, dal, drumstick, tomato, tamarind, mustard seeds, curry leaves, table salt, water",Tamil Nadu,vegetarian,dinner,main,89.8,2.6,0.6,18.2,0.095,per 100 g finished dish,300,269.4,7.8,1.8,54.6,0.285,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with sambar dinner combo; per 100 g finished dish.,285,95,healthy,1,2,1
White Rice + Rasam (Dinner),"Rice, raw, milled, tamarind, tomato, garlic, pepper, cumin, curry leaves, table salt, water",Tamil Nadu,vegetarian,dinner,main,74.9,1.7,0.3,15.9,0.071,per 100 g finished dish,300,224.7,5.1,0.9,47.7,0.213,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with rasam dinner combo; per 100 g finished dish.,213,71,healthy,1,2,1
White Rice + Kootu (Dinner),"Rice, raw, milled, moong dal, vegetables, coconut, cumin, curry leaves, table salt, water",Tamil Nadu,vegetarian,dinner,main,96.8,2.5,1.6,17.7,0.111,per 100 g finished dish,300,290.4,7.5,4.8,53.1,0.333,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with kootu dinner combo; per 100 g finished dish.,333,111,healthy,1,2,1
White Rice + Avial (Dinner),"Rice, raw, milled, mixed vegetables, coconut, curd, cumin, curry leaves, coconut oil, table salt",Tamil Nadu,vegetarian,dinner,main,98.4,2,2.4,16.9,0.107,per 100 g finished dish,300,295.2,6,7.2,50.7,0.321,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with avial dinner combo; per 100 g finished dish.,321,107,healthy,1,2,1
White Rice + Keerai Masiyal (Dinner),"Rice, raw, milled, amaranth leaves, onion, garlic, red chilli, table salt, water",Tamil Nadu,vegetarian,dinner,main,87.5,2.6,0.7,17.3,0.101,per 100 g finished dish,300,262.5,7.8,2.1,51.9,0.303,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with keerai masiyal dinner combo; per 100 g finished dish.,303,101,healthy,1,2,1
White Rice + Brinjal Kara Kuzhambu (Dinner),"Rice, raw, milled, brinjal, tamarind, sambar powder, sesame oil, mustard seeds, curry leaves, table salt",Tamil Nadu,vegetarian,dinner,main,86.7,2,1,17.1,0.094,per 100 g finished dish,300,260.1,6,3,51.3,0.282,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with brinjal kara kuzhambu dinner combo; per 100 g finished dish.,282,94,healthy,1,2,1
White Rice + Vegetable Kurma (Dinner),"Rice, raw, milled, mixed vegetables, coconut, poppy seeds, fennel, onion, ginger, garlic, table salt",Tamil Nadu,vegetarian,dinner,main,87.1,2,1.2,16.7,0.065,per 100 g finished dish,300,261.3,6,3.6,50.1,0.195,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with vegetable kurma dinner combo; per 100 g finished dish.,195,65,healthy,1,2,1
Idiyappam + Vegetable Kurma (Dinner),"Rice flour, mixed vegetables, coconut, fennel, onion, ginger, garlic, table salt",Tamil Nadu,vegetarian,dinner,main,93.1,2.1,1.1,18.3,0.263,per 100 g finished dish,300,279.3,6.3,3.3,54.9,0.789,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Idiyappam with vegetable kurma dinner combo; per 100 g finished dish.,789,263,healthy,1,2,1
Dosa + Sambar (Dinner),"Rice, black gram, red gram, drumstick, tomato, tamarind, table salt, gingelly oil, water",Tamil Nadu,vegetarian,dinner,main,128.8,4,1.8,23.4,0.278,per 100 g finished dish,300,386.4,12,5.4,70.2,0.834,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Dosa with sambar dinner combo; per 100 g finished dish.,834,278,diabetes,1,2,1
Idiyappam + Egg Curry,"Rice flour, egg, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,96,3,1.8,16.6,0.32,per 100 g finished dish,200,192,6,3.6,33.2,0.64,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Idiyappam with egg curry; per 100 g finished dish.,640,320,healthy,0,0,1
Idli + Fish Curry,"Rice, black gram, fish, onion, tomato, tamarind, spices, table salt, water",Tamil Nadu,non_vegetarian,breakfast,main,132.2,6,2.3,21.3,0.329,per 100 g finished dish,200,264.4,12,4.6,42.6,0.658,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Idli with fish curry; per 100 g finished dish.,658,329,healthy,0,0,1
Dosa + Egg Curry,"Rice, black gram, egg, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,127,4.3,3,20.1,0.311,per 100 g finished dish,200,254,8.6,6,40.2,0.622,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Dosa with egg curry; per 100 g finished dish.,622,311,healthy,0,0,1
Dosa + Chicken Curry,"Rice, black gram, chicken, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,173.1,5.8,5,19,0.322,per 100 g finished dish,200,346.2,11.6,10,38,0.644,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Dosa with chicken curry; per 100 g finished dish.,644,322,healthy,0,0,1
Appam + Chicken Curry,"Rice, coconut milk, chicken, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,157.8,4.6,5.9,15.3,0.285,per 100 g finished dish,200,315.6,9.2,11.8,30.6,0.57,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Appam with chicken curry; per 100 g finished dish.,570,285,healthy,0,0,1
Appam + Egg Curry,"Rice, coconut milk, egg, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,113.4,3.3,4.3,15,0.279,per 100 g finished dish,200,226.8,6.6,8.6,30,0.558,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Appam with egg curry; per 100 g finished dish.,558,279,healthy,0,0,1
Puttu + Egg Curry,"Rice flour, coconut, egg, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,breakfast,main,123.4,3.2,5,16.1,0.299,per 100 g finished dish,200,246.8,6.4,10,32.2,0.598,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,Puttu with egg curry; per 100 g finished dish.,598,299,healthy,0,0,1
White Rice + Fish Curry (Dinner),"Rice, fish, onion, tomato, tamarind, spices, table salt, water",Tamil Nadu,non_vegetarian,dinner,main,106.2,4.8,2.5,15.8,0.147,per 100 g finished dish,300,318.6,14.4,7.5,47.4,0.441,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with fish curry dinner combo; per 100 g finished dish.,441,147,healthy,0,2,1
White Rice + Chicken Curry (Dinner),"Rice, chicken, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,dinner,main,141.8,4.5,3.8,15.3,0.153,per 100 g finished dish,300,425.4,13.5,11.4,45.9,0.459,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with chicken curry dinner combo; per 100 g finished dish.,459,153,healthy,0,2,1
White Rice + Egg Curry (Dinner),"Rice, egg, onion, tomato, spices, table salt, oil, water",Tamil Nadu,non_vegetarian,dinner,main,91.1,3,2,14.9,0.147,per 100 g finished dish,300,273.3,9,6,44.7,0.441,Weighted combination of IFCT-based component dishes,https://www.nin.res.in/ebooks/IFCT2017.pdf,White rice with egg curry dinner combo; per 100 g finished dish.,441,147,healthy,0,2,1
Egg Parotta,"Maida, egg, onion, oil, table salt",Tamil Nadu,non_vegetarian,breakfast,main,278,8.4,11.8,33.9,0.361,per 100 g finished dish,200,556,16.8,23.6,67.8,0.722,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Egg Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.,722,361,healthy,0,0,1
Chicken Kothu Parotta,"Maida parotta, chicken, egg, onion, tomato, curry leaves, oil, table salt",Tamil Nadu,non_vegetarian,breakfast,main,246,10.9,9.7,28.4,0.398,per 100 g finished dish,200,492,21.8,19.4,56.8,0.796,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Chicken Kothu Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.,796,398,healthy,0,0,1
Kari Dosa,"Rice, black gram, mutton mince, onion, chilli, table salt, gingelly oil",Tamil Nadu,non_vegetarian,breakfast,main,221,11.6,8.4,24.2,0.344,per 100 g finished dish,200,442,23.2,16.8,48.4,0.688,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Kari Dosa; standardized Tamil Nadu breakfast estimate per 100 g finished dish.,688,344,healthy,0,0,1
Kalakki + Parotta,"Maida parotta, egg, onion, pepper, oil, table salt",Tamil Nadu,non_vegetarian,breakfast,main,269,8.9,12.5,31,0.372,per 100 g finished dish,200,538,17.8,25,62,0.744,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Kalakki + Parotta; standardized Tamil Nadu breakfast estimate per 100 g finished dish.,744,372,healthy,0,0,1
Ghee Pongal (Full Serving),"Raw rice, Moong dal, Ghee, Cashews, Pepper, Cumin, Salt",Tamil Nadu,vegetarian,breakfast,main,520,12.5,22,68,0.38,per 100 g finished dish,400,208,5,8.8,27.2,0,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Ghee Pongal (Full Serving); per 100g finished dish.,0,380,healthy,1,0,1
Mutton Biryani,"Basmati rice, Mutton, Ghee, Onion, Yogurt, Spices, Oil, Salt",Tamil Nadu,non_vegetarian,lunch/dinner,main,480,22,24,48,0.52,per 100 g finished dish,450,648,29.7,32.4,64.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Mutton Biryani; per 100g finished dish.,1,520,obesity,0,4,1
Chicken Biryani Large,"Basmati rice, Chicken, Ghee, Onion, Tomato, Spices, Oil",Tamil Nadu,non_vegetarian,lunch/dinner,main,430,19,18,52,0.44,per 100 g finished dish,450,580.5,25.7,24.3,70.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Chicken Biryani Large; per 100g finished dish.,1,440,healthy,0,4,1
Parotta with Kurma,"Maida, Oil, Egg, Mixed vegetables, Coconut milk, Spices",Tamil Nadu,non_vegetarian,lunch/dinner,main,410,9.5,20.5,50,0.35,per 100 g finished dish,400,656,15.2,32.8,80,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Parotta with Kurma; per 100g finished dish.,1,350,obesity,0,4,1
Puri Bhaji (3 Puris),"Maida, Oil (deep fried), Potato, Onion, Spices, Mustard",Tamil Nadu,vegetarian,breakfast,main,380,7.8,19.5,46,0.4,per 100 g finished dish,400,608,12.5,31.2,73.6,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Puri Bhaji (3 Puris); per 100g finished dish.,1,400,obesity,1,0,1
Parotta with Egg Curry,"Maida, Oil, Eggs, Onion, Tomato, Coconut, Spices, Salt",Tamil Nadu,non_vegetarian,lunch/dinner,main,420,14,22,46,0.42,per 100 g finished dish,400,672,22.4,35.2,73.6,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Parotta with Egg Curry; per 100g finished dish.,1,420,obesity,0,4,1
Mutton Kothu Parotta,"Parotta, Mutton, Egg, Onion, Capsicum, Spices, Oil",Tamil Nadu,non_vegetarian,lunch/dinner,main,400,18,20,42,0.48,per 100 g finished dish,400,640,28.8,32,67.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Mutton Kothu Parotta; per 100g finished dish.,1,480,obesity,0,4,1
Chicken 65 Rice Combo,"Boiled rice, Chicken, Cornflour, Oil (deep fried), Spices",Tamil Nadu,non_vegetarian,lunch/dinner,main,440,20.5,21,52,0.46,per 100 g finished dish,400,704,32.8,33.6,83.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Chicken 65 Rice Combo; per 100g finished dish.,1,460,obesity,0,4,1
Vada (5 pieces),"Urad dal, Onion, Chillies, Curry leaves, Oil (deep fried)",Tamil Nadu,vegetarian,snack,snack,380,9.5,22,38,0.35,per 100 g finished dish,250,570,14.3,33,57,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Vada (5 pieces); per 100g finished dish.,1,350,healthy,1,5,3
Ghee Rice with Kurma,"Basmati rice, Ghee, Onion, Spices, Mixed veg, Coconut milk",Tamil Nadu,vegetarian,lunch/dinner,main,460,8.5,23.5,58,0.36,per 100 g finished dish,400,736,13.6,37.6,92.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Ghee Rice with Kurma; per 100g finished dish.,1,360,obesity,1,4,1
Poori Masala (4 Pooris),"Wheat flour, Oil (deep fried), Potato, Onion, Mustard, Spices",Tamil Nadu,vegetarian,breakfast,main,395,8.2,21,48,0.38,per 100 g finished dish,400,632,13.1,33.6,76.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Poori Masala (4 Pooris); per 100g finished dish.,1,380,obesity,1,0,1
Fish Fry Rice,"Boiled rice, Fish, Oil, Spices, Onion, Lemon",Tamil Nadu,non_vegetarian,lunch/dinner,main,415,21,18,52,0.4,per 100 g finished dish,400,664,33.6,28.8,83.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Fish Fry Rice; per 100g finished dish.,1,400,obesity,0,4,1
Egg Fried Rice (large),"Rice, Eggs, Oil, Spring onion, Soy sauce, Capsicum, Carrot",Tamil Nadu,non_vegetarian,lunch/dinner,main,390,14.5,16,52,0.58,per 100 g finished dish,400,624,23.2,25.6,83.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Egg Fried Rice (large); per 100g finished dish.,1,580,obesity,0,4,1
Mutton Chops Combo,"Mutton, Oil, Onion, Tomato, Spices, Rice",Tamil Nadu,non_vegetarian,lunch/dinner,main,470,24,26.5,42,0.5,per 100 g finished dish,400,752,38.4,42.4,67.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Mutton Chops Combo; per 100g finished dish.,1,500,obesity,0,4,1
Coconut Rice with Pickle,"Rice, Coconut, Oil, Mustard, Curry leaves, Lemon, Pickle",Tamil Nadu,vegetarian,lunch/dinner,main,390,6.5,16.5,58,0.62,per 100 g finished dish,400,624,10.4,26.4,92.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Coconut Rice with Pickle; per 100g finished dish.,1,620,obesity,1,4,1
White Rice with Pickle Combo,"Parboiled rice, Mango pickle, Sesame oil, Salt",Tamil Nadu,vegetarian,lunch/dinner,main,380,7,4.5,82,0.7,per 100 g finished dish,400,608,11.2,7.2,131.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,White Rice with Pickle Combo; per 100g finished dish.,1,700,healthy,1,4,1
Sweet Pongal,"Raw rice, Moong dal, Jaggery, Ghee, Cardamom, Cashews",Tamil Nadu,vegetarian,breakfast,main,310,6.5,7,58,0.32,per 100 g finished dish,400,496,10.4,11.2,92.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Sweet Pongal; per 100g finished dish.,1,320,healthy,1,0,1
Ven Pongal Large,"Raw rice, Moong dal, Ghee, Pepper, Cumin, Salt, Cashews",Tamil Nadu,vegetarian,breakfast,main,320,9.5,10.5,50,0.4,per 100 g finished dish,400,512,15.2,16.8,80,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Ven Pongal Large; per 100g finished dish.,1,400,healthy,1,0,1
Curd Rice (Large),"Parboiled rice, Curd, Salt, Mustard, Curry leaves, Ginger",Tamil Nadu,vegetarian,lunch/dinner,main,300,8,5.5,58,0.52,per 100 g finished dish,400,480,12.8,8.8,92.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Curd Rice (Large); per 100g finished dish.,1,520,healthy,1,4,1
Sambar Rice (Large Serving),"Parboiled rice, Red gram dal, Tamarind, Tomato, Vegetables, Salt",Tamil Nadu,vegetarian,lunch/dinner,main,340,10.5,4,68,0.65,per 100 g finished dish,400,544,16.8,6.4,108.8,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Sambar Rice (Large Serving); per 100g finished dish.,1,650,healthy,1,4,1
Lemon Rice with Pappad,"Rice, Lemon, Groundnuts, Mustard, Turmeric, Salt, Pappad (fried)",Tamil Nadu,vegetarian,lunch/dinner,main,360,8,9.5,64,0.68,per 100 g finished dish,400,576,12.8,15.2,102.4,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Lemon Rice with Pappad; per 100g finished dish.,1,680,healthy,1,4,1
Tamarind Rice,"Rice, Tamarind, Groundnuts, Mustard, Sesame, Salt, Red chilli",Tamil Nadu,vegetarian,lunch/dinner,main,350,7.5,10.5,62,0.66,per 100 g finished dish,400,560,12,16.8,99.2,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Tamarind Rice; per 100g finished dish.,1,660,healthy,1,4,1
Chicken Biryani (Extra Rice),"Basmati rice, Chicken, Ghee, Onion, Spices, Salt",Tamil Nadu,non_vegetarian,lunch/dinner,main,420,18.5,14,72,0.55,per 100 g finished dish,500,630,27.8,21,108,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Chicken Biryani (Extra Rice); per 100g finished dish.,1,550,obesity,0,4,1
Mutton Biryani (Extra Rice),"Basmati rice, Mutton, Ghee, Onion, Spices, Salt, Raita",Tamil Nadu,non_vegetarian,lunch/dinner,main,450,20,15.5,75,0.58,per 100 g finished dish,500,675,30,23.3,112.5,0.001,IFCT 2017 ingredient-based estimate,https://www.nin.res.in/ebooks/IFCT2017.pdf,Mutton Biryani (Extra Rice); per 100g finished dish.,1,580,obesity,0,4,1
